,train_name,train_number,source,destination,distance,total_time,departure,arrival
876,VASCO DA GAMA - PATNA SF Exp,12741,VASCO DA GAMA,PATNA JN,2419,1 days 17:00:00,19:10:00,12:10:00
877,PATNA - VASCO DA GAMA SF Exp,12742,PATNA JN,VASCO DA GAMA,2419,1 days 18:55:00,14:00:00,08:55:00
878,Palnadu Express,12747,GUNTUR JN,VIKARABAD JN,353,0 days 06:25:00,05:45:00,12:10:00
879,Palnadu Express,12748,VIKARABAD JN,GUNTUR JN,353,0 days 06:15:00,13:45:00,20:00:00
880,Mumbai LTT-Visakhapatnam SF Express,12750,LOKMANYA TILAK TERM,VISHAKAPATNAM,1502,1 days 02:20:00,12:25:00,14:45:00
881,Manuguru-Secunderabad Tri Weekly SF Express,12751,Manuguru,SECUNDERABAD JN,331,0 days 06:00:00,21:45:00,03:45:00
882,Secunderabad-Manuguru SF Express,12752,SECUNDERABAD JN,Manuguru,331,0 days 06:00:00,23:45:00,05:45:00
883,Chennai-NewJalpaiguri SF Express,12753,CHENNAI CENTRAL,NEW JALPAIGURI,2257,1 days 16:45:00,11:00:00,03:45:00
884,New Jalpaiguri-Chennai SF Express,12754,NEW JALPAIGURI,CHENNAI CENTRAL,2257,1 days 16:55:00,22:00:00,14:55:00
885,Padmavati Express,12763,TIRUPATI MAIN,SECUNDERABAD JN,737,0 days 12:50:00,17:00:00,05:50:00
886,Padmavati Express,12764,SECUNDERABAD JN,TIRUPATI MAIN,737,0 days 12:30:00,18:30:00,07:00:00
887,HUBLI - TRIVANDRUM KOCHUVELI SF Exp,12777,HUBLI JN,KOCHUVELI,1307,0 days 23:40:00,06:50:00,06:30:00
888,Chennai Beach TambaramEMU,40045,CHENNAI BEACH,TAMBARAM,29,0 days 00:55:00,09:57:00,10:52:00
889,PATHANKOT - BAIJNATHPAPROLA PASSENGER,52469,PATHANKOT,BAIJNATH PAPROLA,141,0 days 06:40:00,15:50:00,22:30:00
890,Bhagalpur Banka Passenger,53448,BHAGALPUR,Banka,53,0 days 02:15:00,17:25:00,19:40:00
891,Chhapra Bhatni Passenger,55010,CHHAPRA,BHATNI JN,110,0 days 03:10:00,17:25:00,20:35:00
892,Barhaj Bazar Bhatni Passenger,55102,Barhaj Bazar,BHATNI JN,0,0 days 01:55:00,10:20:00,12:15:00
893,Bhatani Barhaj Passenger,55103,BHATNI JN,Barhaj Bazar,0,0 days 01:30:00,15:25:00,16:55:00
894,Bhatni Chhapra Passenger,55118,BHATNI JN,SIWAN JN,49,0 days 01:20:00,17:10:00,18:30:00
895,Bhatani Manduadih Passenger,55123,BHATNI JN,MANDUADIH,165,0 days 05:55:00,14:05:00,20:00:00
896,Ratnachal SF Express,12717,VISHAKAPATNAM,VIJAYAWADA JN,351,0 days 06:05:00,12:30:00,18:35:00
897,Ratnachal SF Express,12718,VIJAYAWADA JN,VISHAKAPATNAM,351,0 days 06:00:00,06:05:00,12:05:00
898,Dakshin SF Express,12721,HYDERABAD DECCAN,DELHI H NIZAMUDDIN,1670,1 days 05:35:00,22:30:00,04:05:00
899,Dakshin SF Express,12722,DELHI H NIZAMUDDIN,HYDERABAD DECCAN,1670,1 days 06:10:00,22:50:00,05:00:00
900,Andhra Pradesh Express,12723,HYDERABAD DECCAN,NEW DELHI,1677,1 days 02:40:00,06:25:00,09:05:00
901,Andhra Pradesh Express,12724,NEW DELHI,HYDERABAD DECCAN,1677,1 days 02:20:00,17:30:00,19:50:00
902,Godavari SF Express,12727,VISHAKAPATNAM,HYDERABAD DECCAN,711,0 days 12:50:00,17:25:00,06:15:00
903,Godavari SF Express,12728,HYDERABAD DECCAN,VISHAKAPATNAM,711,0 days 12:35:00,17:15:00,05:50:00
904,Pune-Nanded Express,12729,PUNE JN,HUZUR SAHIB NANDED,662,0 days 12:00:00,22:00:00,10:00:00
905,Nanded-Pune SuperFast Express,12730,HUZUR SAHIB NANDED,PUNE JN,662,0 days 12:00:00,21:20:00,09:20:00
906,Sangrami SF Expres,12755,CHENNAI CENTRAL,Haldia,1647,1 days 03:35:00,14:35:00,18:10:00
907,Sangrami Expres,12756,Haldia,CHENNAI CENTRAL,1647,1 days 05:30:00,11:30:00,17:00:00
908,Charminar Express,12759,CHENNAI CENTRAL,HYDERABAD DECCAN,790,0 days 13:50:00,18:10:00,08:00:00
909,Charminar Express,12760,HYDERABAD DECCAN,CHENNAI CENTRAL,790,0 days 13:45:00,18:30:00,08:15:00
910,Kacheguda-Bangalore SF Express,12785,KACHEGUDA,BANGALORE CITY JN,625,0 days 11:20:00,19:05:00,06:25:00
911,Rameswaram Kanyakumari SF Express,12789,RAMESWARAM,KANYAKUMARI,407,0 days 07:20:00,20:45:00,04:05:00
912,Kanyakumari Rameswaram SF Express,12790,KANYAKUMARI,RAMESWARAM,407,0 days 07:20:00,22:00:00,05:20:00
913,SECUNDERABAD - DANAPUR SF EXP,12791,SECUNDERABAD JN,DANAPUR,1840,1 days 09:10:00,10:00:00,19:10:00
914,DANAPUR - SECUNDERABAD SF EXP,12792,DANAPUR,SECUNDERABAD JN,1840,1 days 09:25:00,12:05:00,21:30:00
915,Chennai Egmore Madurai BI-Weekly Superfast Express,12793,CHENNAI EGMORE,MADURAI JN,561,0 days 10:05:00,22:45:00,08:50:00
916,Madurai Chennai Egmore BI-Weekly Superfast Express,12794,MADURAI JN,CHENNAI EGMORE,561,0 days 10:10:00,21:10:00,07:20:00
917,Purushottam SF Express,12802,NEW DELHI,PURI,1863,1 days 07:00:00,22:20:00,05:20:00
918,Janmabhoomi Express,12805,VISHAKAPATNAM,SECUNDERABAD JN,689,0 days 12:25:00,06:00:00,18:25:00
919,Janmabhoomi Express,12806,SECUNDERABAD JN,VISHAKAPATNAM,689,0 days 12:30:00,07:10:00,19:40:00
920,MUMBAI - HATIA LTT SF Exp,12811,LOKMANYA TILAK TERM,HATIA,1706,1 days 03:30:00,00:15:00,03:45:00
921,HATIA - MUMBAI LTT SF Exp,12812,HATIA,LOKMANYA TILAK TERM,1706,1 days 03:55:00,09:40:00,13:35:00
922,Steel Express,12813,HOWRAH JN,TATANAGAR JN,250,0 days 03:55:00,17:30:00,21:25:00
923,Steel Express,12814,TATANAGAR JN,HOWRAH JN,250,0 days 04:05:00,06:15:00,10:20:00
924,New Delhi-Puri Superfast Express,12816,NEW DELHI,PURI,1794,1 days 05:55:00,06:30:00,12:25:00
925,Jharkhand Swarna Jayanti SF Express,12817,HATIA,ANAND VIHAR TRM,1300,0 days 23:10:00,14:40:00,13:50:00
926,Jharkhand Swarna Jayanti Express,12818,ANAND VIHAR TRM,HATIA,1303,0 days 20:50:00,19:50:00,16:40:00
927,Orissa Sampark Kranti Express,12819,BHUBANESWAR,NEW DELHI,1799,1 days 05:10:00,15:40:00,20:50:00
928,Orissa Sampark Kranti Express,12820,NEW DELHI,BHUBANESWAR,1799,1 days 05:00:00,07:10:00,12:10:00
929,Dhauli Express,12821,HOWRAH JN,PURI,502,0 days 08:30:00,06:00:00,14:30:00
930,Dhauli Express,12822,PURI,HOWRAH JN,502,0 days 08:25:00,11:50:00,20:15:00
931,Howrah Purulia Express,12827,HOWRAH JN,PURULIA JN,323,0 days 05:30:00,16:50:00,22:20:00
932,Howrah Express,12828,PURULIA JN,HOWRAH JN,323,0 days 05:50:00,05:30:00,11:20:00
933,Chennai Bhubaneswar SF Express,12829,CHENNAI CENTRAL,BHUBANESWAR,1223,0 days 20:25:00,21:10:00,17:35:00
934,Bhubaneswar Chennai Superfast Express,12830,BHUBANESWAR,CHENNAI CENTRAL,1223,0 days 20:55:00,12:00:00,08:55:00
935,DHANBAD - BHUBANESWAR Garib Rath Exp,12831,DHANBAD JN,BHUBANESWAR,780,0 days 16:15:00,16:00:00,08:15:00
936,BHUBANESWAR - DHANBAD Garib Rath Exp,12832,BHUBANESWAR,DHANBAD JN,780,0 days 14:35:00,20:10:00,10:45:00
937,AHMEDABAD - HOWRAH SF EXP,12833,AHMEDABAD JN,HOWRAH JN,2087,1 days 13:35:00,23:55:00,13:30:00
938,HOWRAH - AHMEDABAD SF EXP,12834,HOWRAH JN,AHMEDABAD JN,2087,1 days 13:30:00,23:55:00,13:25:00
939,Chennai Beach Tambaram EMU(12 Car),40017,CHENNAI BEACH,TAMBARAM,33,0 days 00:55:00,08:05:00,09:00:00
940,Barhaj Bazar Bhatni Passenger,55104,Barhaj Bazar,BHATNI JN,0,0 days 01:25:00,19:55:00,21:20:00
941,Siwan Bhatni Passenger,55117,SIWAN JN,BHATNI JN,49,0 days 03:05:00,09:20:00,12:25:00
942,Bhatni Varanasi Passenger,55121,BHATNI JN,VARANASI JN,161,0 days 05:05:00,05:30:00,10:35:00
943,Manduadih Bhatni Passenger,55122,MANDUADIH,BHATNI JN,165,0 days 05:20:00,06:30:00,11:50:00
944,Varanasi City- Bhatni Passenger,55124,VARANASI CITY,BHATNI JN,158,0 days 05:45:00,14:00:00,19:45:00
945,VASCO DA GAMA - DELHI H NIZAMUDDIN Goa Exp,12779,VASCO DA GAMA,DELHI H NIZAMUDDIN,2202,1 days 15:05:00,15:10:00,06:15:00
946,H.Nizamuddin Hubli Goa Express Slip,12780-Slip,DELHI H NIZAMUDDIN,VASCO DA GAMA,2202,1 days 15:25:00,15:05:00,06:30:00
947,Mysore-Nizamuddin Swarna Jayanti Express,12781,MYSORE JN,DELHI H NIZAMUDDIN,2618,1 days 20:55:00,20:10:00,17:05:00
948,Bilaspur Tirunelveli SF Express,12787,BILASPUR JN,TIRUNELVELI,2493,1 days 20:55:00,08:10:00,05:05:00
949,Tirunelveli Bilaspur SF Express,12788,TIRUNELVELI,BILASPUR JN,2494,1 days 20:35:00,01:00:00,21:35:00
950,Purushottam SF Express,12801,PURI,NEW DELHI,1863,1 days 07:00:00,21:50:00,04:50:00
951,Swarna Jayanti Express,12804,DELHI H NIZAMUDDIN,VISHAKAPATNAM,2096,1 days 11:25:00,06:00:00,17:25:00
952,Samata Express,12807,VISHAKAPATNAM,DELHI H NIZAMUDDIN,1911,1 days 10:20:00,06:25:00,16:45:00
953,Samata Express,12808,DELHI H NIZAMUDDIN,VISHAKAPATNAM,1911,1 days 09:50:00,08:40:00,18:30:00
954,Puri New Delhi Superfast Express,12815,PURI,NEW DELHI,1804,1 days 06:05:00,10:55:00,17:00:00
955,Chhattisgarh Sampark Kranti Express,12823,DURG,DELHI H NIZAMUDDIN,1281,0 days 21:05:00,12:00:00,09:05:00
956,Chhattisgarh Sampark Kranti Express,12824,DELHI H NIZAMUDDIN,DURG,1284,0 days 21:45:00,17:25:00,15:10:00
957,Jharkhand Sampark Kranti Express,12825,RANCHI,NEW DELHI,1306,0 days 21:10:00,23:40:00,20:50:00
958,Howrah-Puri Express,12837,HOWRAH JN,PURI,502,0 days 08:55:00,22:35:00,07:30:00
959,Puri Howrah Express,12838,PURI,HOWRAH JN,502,0 days 08:45:00,20:05:00,04:50:00
960,Howrah Chennai Superfast Mail,12839,HOWRAH JN,CHENNAI CENTRAL,1662,1 days 04:05:00,23:45:00,03:50:00
961,Coromandel Express,12841,HOWRAH JN,CHENNAI CENTRAL,1662,1 days 02:25:00,14:50:00,17:15:00
962,Coromandel Express,12842,CHENNAI CENTRAL,HOWRAH JN,1662,1 days 03:05:00,08:45:00,11:50:00
963,BHUBANESWAR - BENGALURU CANTT SF Exp,12845,BHUBANESWAR,BANGALORE CANT,1524,1 days 03:40:00,07:30:00,11:10:00
964,Chennai Beach Tambaram EMU,40019,CHENNAI BEACH,TAMBARAM,33,0 days 00:55:00,08:12:00,09:07:00
965,Howrah-Puri Express,12887,HOWRAH JN,PURI,502,0 days 09:00:00,20:55:00,05:55:00
966,Aranyak Express,12886,Bhojudih Junction,KOLKATA SHALIMAR,311,0 days 05:35:00,13:25:00,19:00:00
967,Aranyak Express,12885,KOLKATA SHALIMAR,Bhojudih Junction,311,0 days 05:20:00,07:45:00,13:05:00
968,Rupashi Bangla Express,12883,HOWRAH JN,PURULIA JN,333,0 days 05:50:00,06:00:00,11:50:00
969,Puri Howrah Garib Rath,12882,PURI,HOWRAH JN,502,0 days 08:50:00,22:15:00,07:05:00
970,Howrah Puri Garib Rath,12881,HOWRAH JN,PURI,502,0 days 09:00:00,20:55:00,05:55:00
971,TITLAGARH - HOWRAH Ispat Exp,12872,TITLAGARH,HOWRAH JN,745,0 days 13:25:00,05:20:00,18:45:00
972,Jharkhand Swarna Jayanti Express,12873,HATIA,ANAND VIHAR TRM,1334,1 days 00:10:00,13:40:00,13:50:00
973,Jharkhand Swarna Jayanti Express,12874,ANAND VIHAR TRM,HATIA,1334,1 days 00:05:00,19:50:00,19:55:00
974,PURI - NEW DELHI Neelanchal SF Exp,12875,PURI,NEW DELHI,1910,1 days 10:45:00,10:55:00,21:40:00
975,NEW DELHI - PURI Neelanchal SF Exp,12876,NEW DELHI,PURI,1910,1 days 10:40:00,06:30:00,17:10:00
976,Ranchi-New Delhi Garib Rath,12877,RANCHI,NEW DELHI,1341,0 days 17:40:00,17:10:00,10:50:00
977,DELHI H NIZAMUDDIN - VASCO DA GAMA Goa Exp,12780,DELHI H NIZAMUDDIN,VASCO DA GAMA,2202,1 days 15:25:00,15:05:00,06:30:00
978,Puri Ahmedabad Superfast Express,12843,PURI,AHMEDABAD JN,2130,1 days 13:55:00,17:30:00,07:25:00
979,Ahmedabad Puri Superfast Express,12844,AHMEDABAD JN,PURI,2130,1 days 14:50:00,18:00:00,08:50:00
980,MUMBAI LTT - BHUBANESWAR SF Exp,12879,LOKMANYA TILAK TERM,BHUBANESWAR,1788,1 days 07:20:00,00:15:00,07:35:00
981,Rupashi Bangla Express,12884,PURULIA JN,HOWRAH JN,333,0 days 05:40:00,15:35:00,21:15:00
982,BHUBANESWAR - MUMBAI LTT SF Exp,12880,BHUBANESWAR,LOKMANYA TILAK TERM,1789,1 days 06:25:00,07:10:00,13:35:00
983,Baripada- Bhubaneswar Express,12891,Baripada,BHUBANESWAR,275,0 days 04:53:00,05:07:00,10:00:00
984,Howrah Express,12888,PURI,HOWRAH JN,502,0 days 08:50:00,22:15:00,07:05:00
985,BHUBANESWAR - BALANGIR SF Exp,12893,BHUBANESWAR,BALANGIR,397,0 days 06:55:00,06:45:00,13:40:00
986,Bhubaneswar Baripada SF Express,12892,BHUBANESWAR,Baripada,275,0 days 04:55:00,17:10:00,22:05:00
987,Kolkata-Puri Express,12895,HOWRAH JN,PURI,502,0 days 09:00:00,20:55:00,05:55:00
988,BALANGIR - BHUBANESWAR SF Exp,12894,BALANGIR,BHUBANESWAR,397,0 days 07:10:00,14:40:00,21:50:00
989,Puducherry-Bhubaneswar Express,12897,Puducherry,BHUBANESWAR,1424,1 days 00:15:00,18:30:00,18:45:00
990,Puri-Howrah Express,12896,PURI,HOWRAH JN,502,0 days 08:50:00,22:15:00,07:05:00
991,Golden Temple Mail,12903,Mumbai Central,AMRITSAR JN,1891,1 days 08:15:00,21:25:00,05:40:00
992,Bhubaneswar-Puducherry Superfast Express,12898,BHUBANESWAR,Puducherry,1424,1 days 01:35:00,12:00:00,13:35:00
993,Maharashtra Sampark Kranti Express,12908,DELHI H NIZAMUDDIN,MUMBAI BANDRA TERMINUS,1366,0 days 20:15:00,21:35:00,17:50:00
994,Howrah-Porbandar SF Express Slip,12906-Slip,HOWRAH JN,OKHA,2586,1 days 21:05:00,22:55:00,20:00:00
995,Valsad-Haridwar Exp,12911,VALSAD,HARIDWAR JN,1433,1 days 00:35:00,15:40:00,16:15:00
996,H.Nizamuddin-Bandra Terminus Garib Rath Express,12910,DELHI H NIZAMUDDIN,MUMBAI BANDRA TERMINUS,1366,0 days 16:30:00,15:40:00,08:10:00
997,Indore-Nagpur Weekly Express,12913,INDORE JN BG,NAGPUR,652,0 days 11:50:00,20:35:00,08:25:00
998,Haridwar Valsad Superfast Express,12912,HARIDWAR JN,VALSAD,1433,0 days 23:35:00,18:40:00,18:15:00
999,Malwa Express,12919,INDORE JN BG,JAMMU TAWI,1540,1 days 03:30:00,12:25:00,15:55:00
1000,Nagpur-Indore Weekly Express,12914,NAGPUR,INDORE JN BG,652,0 days 11:35:00,19:15:00,06:50:00
1001,Flying Rani Express,12921,Mumbai Central,SURAT,263,0 days 04:40:00,17:55:00,22:35:00
1002,Malwa Express,12920,JAMMU TAWI,INDORE JN BG,1540,1 days 03:50:00,09:00:00,12:50:00
1003,Indore Nagpur Express,12923,INDORE JN BG,NAGPUR,607,0 days 11:00:00,21:25:00,08:25:00
1004,Flying Rani Express,12922,SURAT,Mumbai Central,263,0 days 04:45:00,05:25:00,10:10:00
1005,Paschim Express,12925,MUMBAI BANDRA TERMINUS,AMRITSAR JN,1821,1 days 07:40:00,11:35:00,19:15:00
1006,Indore Express,12924,NAGPUR,INDORE JN BG,607,0 days 10:25:00,19:15:00,05:40:00
1007,Paschim Express Slip,12925-Slip,MUMBAI BANDRA TERMINUS,AMRITSAR JN,1821,1 days 07:40:00,11:35:00,19:15:00
1008,Paschim Express,12926,AMRITSAR JN,MUMBAI BANDRA TERMINUS,1821,1 days 07:05:00,08:10:00,15:15:00
1009,Mumbai Central -Vadodara Express,12927,Mumbai Central,VADODARA JN,392,0 days 06:25:00,23:40:00,06:05:00
1010,Vadodara - Mumbai Central Express,12928,VADODARA JN,Mumbai Central,392,0 days 06:15:00,22:40:00,04:55:00
1011,Valsad Dahod InterCity Express,12929,VALSAD,DAHOD,344,0 days 06:00:00,07:15:00,13:15:00
1012,Dahod Valsad InterCity Express,12930,DAHOD,VALSAD,344,0 days 06:10:00,14:50:00,21:00:00
1013,Bandra Surat InterCity Express,12935,MUMBAI BANDRA TERMINUS,SURAT,252,0 days 04:20:00,06:50:00,11:10:00
1014,Surat Bandra InterCity Express,12936,SURAT,MUMBAI BANDRA TERMINUS,252,0 days 04:20:00,16:10:00,20:30:00
1015,GANDHIDHAM - HOWRAH Garbha Exp,12937,GANDHIDHAM BG,HOWRAH JN,2509,1 days 20:05:00,17:00:00,13:05:00
1016,HOWRAH - GANDHIDHAM Garbha Exp,12938,HOWRAH JN,GANDHIDHAM BG,2509,1 days 18:15:00,23:00:00,17:15:00
1017,Pune-Jaipur SF Express,12939,PUNE JN,JAIPUR,1302,0 days 22:20:00,15:20:00,13:40:00
1018,Jaipur-Pune SF Express,12940,JAIPUR,PUNE JN,1302,0 days 22:50:00,09:15:00,08:05:00
1019,Chennai Beach TambaramEMU (12 car),40025,CHENNAI BEACH,TAMBARAM,33,0 days 00:55:00,08:37:00,09:32:00
1020,CKP ROU SARANDA PASSENGER,58115,CHAKRADHARPUR,ROURKELA,101,0 days 02:10:00,05:35:00,07:45:00
1021,Gujarat Mail,12901,Mumbai Central,AHMEDABAD JN,491,0 days 08:40:00,21:45:00,06:25:00
1022,Gujarat Mail,12902,AHMEDABAD JN,Mumbai Central,491,0 days 08:45:00,22:00:00,06:45:00
1023,Maharashtra Sampark Kranti Express,12907,MUMBAI BANDRA TERMINUS,DELHI H NIZAMUDDIN,1366,0 days 20:55:00,16:50:00,13:45:00
1024,Bandra Terminus- Hazrat Nizamuddin Garib Rath,12909,MUMBAI BANDRA TERMINUS,DELHI H NIZAMUDDIN,1366,0 days 16:50:00,16:55:00,09:45:00
1025,Ashram SF Express,12915,AHMEDABAD JN,OLD DELHI,933,0 days 15:40:00,18:30:00,10:10:00
1026,Ashram SF Express,12916,OLD DELHI,AHMEDABAD JN,933,0 days 16:20:00,15:20:00,07:40:00
1027,Gujarat Sampark Kranti Express,12917,AHMEDABAD JN,DELHI H NIZAMUDDIN,1085,0 days 17:20:00,17:20:00,10:40:00
1028,Karnavati Express,12933,Mumbai Central,AHMEDABAD JN,491,0 days 07:45:00,13:40:00,21:25:00
1029,Karnavati Express,12934,AHMEDABAD JN,Mumbai Central,491,0 days 07:40:00,04:55:00,12:35:00
1030,Valsad-Kanpur Udyogkarmi Express,12943,VALSAD,KANPUR CENTRAL,1305,0 days 23:50:00,19:40:00,19:30:00
1031,Kanpur-Valsad Udyogkarmi Express,12944,KANPUR CENTRAL,VALSAD,1305,0 days 23:35:00,08:00:00,07:35:00
1032,SURAT - MAHUVA SF Exp,12945,SURAT,MAHUVA JN,1409,1 days 01:05:00,09:35:00,10:40:00
1033,Azimabad Express,12947,AHMEDABAD JN,PATNA JN,1772,1 days 07:00:00,21:30:00,04:30:00
1034,Azimabad Express,12948,PATNA JN,AHMEDABAD JN,1772,1 days 06:20:00,23:30:00,05:50:00
1035,PORBANDAR - K SANTRAGANCHI Kavi Guru SF Exp,12949,PORBANDAR,SANTRAGACHI JN,2657,2 days 00:15:00,07:55:00,08:10:00
1036,Mumbai Central-New Delhi Rajdhani Express,12951,Mumbai Central,NEW DELHI,1384,0 days 15:50:00,16:40:00,08:30:00
1037,Mumbai-Jaipur SF Express,12955,Mumbai Central,JAIPUR,1159,0 days 18:00:00,18:50:00,12:50:00
1038,Jaipur-Mumbai SF Express,12956,JAIPUR,Mumbai Central,1159,0 days 17:40:00,14:10:00,07:50:00
1039,MUMBAI DADAR - BHUJ SF Exp,12959,MUMBAI DADAR WEST,BHUJ,977,0 days 17:45:00,23:55:00,17:40:00
1040,BHUJ - MUMBAI DADAR SF Exp,12960,BHUJ,MUMBAI DADAR WEST,977,0 days 17:45:00,18:30:00,12:15:00
1041,Avantika Express,12961,Mumbai Central,INDORE JN BG,829,0 days 13:55:00,19:05:00,09:00:00
1042,Avantika Express,12962,INDORE JN BG,Mumbai Central,829,0 days 14:45:00,15:50:00,06:35:00
1043,Gwalior Udaipur Express,12965,GWALIOR JN,UDAIPUR CITY,794,0 days 14:20:00,15:50:00,06:10:00
1044,Udaipur Gwalior Express,12966,UDAIPUR CITY,GWALIOR JN,794,0 days 14:25:00,22:20:00,12:45:00
1045,Chennai-Jaipur SF Express,12967,CHENNAI CENTRAL,JAIPUR,2185,1 days 12:20:00,17:35:00,05:55:00
1046,Jaipur-Chennai SF Express,12968,JAIPUR,CHENNAI CENTRAL,2185,1 days 14:05:00,19:40:00,09:45:00
1047,Coimbatore-Jaipur Express,12969,COIMBATORE JN,JAIPUR,2682,1 days 20:40:00,09:15:00,05:55:00
1048,Jaipur-Coimbatore Express,12970,JAIPUR,COIMBATORE JN,2682,1 days 22:20:00,19:40:00,18:00:00
1049,Bhavnagar Express,12971,MUMBAI BANDRA TERMINUS,BHAVNAGAR TERMINUS,778,0 days 14:05:00,21:25:00,11:30:00
1050,Indore-Jaipur SF Express,12973,INDORE JN BG,JAIPUR,599,0 days 09:30:00,22:30:00,08:00:00
1051,Jaipur Indore SF Express,12974,JAIPUR,INDORE JN BG,599,0 days 10:00:00,21:10:00,07:10:00
1052,Mysore-Jaipur SF Express,12975,MYSORE JN,JAIPUR,2479,1 days 19:40:00,10:15:00,05:55:00
1053,Jaipur-Mysore SF Express,12976,JAIPUR,MYSORE JN,2479,1 days 20:40:00,19:40:00,16:20:00
1054,ERNAKULAM - AJMER Marusagar Exp,12977,ERNAKULAM JN,AJMER JN,2859,1 days 20:25:00,19:50:00,16:15:00
1055,AJMER - ERNAKULAM Marusagar Exp,12978,AJMER JN,ERNAKULAM JN,2859,1 days 20:40:00,07:40:00,04:20:00
1056,Mumbai Bandra (T.) - Jaipur (Tri-weekly) SF Exp,12979,MUMBAI BANDRA TERMINUS,JAIPUR,1148,0 days 18:45:00,15:45:00,10:30:00
1057,Chetak Express,12981,DELHI SARAI ROHILLA,UDAIPUR CITY,673,0 days 12:10:00,19:40:00,07:50:00
1058,Chetak Express,12982,UDAIPUR CITY,DELHI SARAI ROHILLA,673,0 days 11:50:00,17:20:00,05:10:00
1059,Ajmer-Chandigarh GaribRath Express,12983,AJMER JN,CHANDIGARH,740,0 days 12:45:00,17:55:00,06:40:00
1060,Chandigarh-Ajmer GaribRath,12984,CHANDIGARH,AJMER JN,740,0 days 12:50:00,21:05:00,09:55:00
1061,Ajmer Sealdah Express,12988,AJMER JN,KOLKATA SEALDAH,1642,1 days 03:10:00,12:45:00,15:55:00
1062,Dadar Ajmer Superfast Express,12989,MUMBAI DADAR WEST,AJMER JN,976,0 days 17:30:00,14:35:00,08:05:00
1063,Ajmer-Dadar SF Express,12990,AJMER JN,MUMBAI DADAR WEST,976,0 days 17:30:00,19:20:00,12:50:00
1064,Udaipur-Ajmer Express,12991,UDAIPUR CITY,AJMER JN,301,0 days 05:25:00,06:15:00,11:40:00
1065,Ajmer Udaipur Express,12992,AJMER JN,UDAIPUR CITY,301,0 days 05:15:00,16:15:00,21:30:00
1066,Chennai Beach TambaramEMU (12 car),40027,CHENNAI BEACH,TAMBARAM,33,0 days 00:55:00,08:46:00,09:41:00
1067,Chennai Beach TambaramEMU (12 car),40033,CHENNAI BEACH,TAMBARAM,33,0 days 00:55:00,09:16:00,10:11:00
1068,Chennai Beach TambaramEMU,40055,CHENNAI BEACH,TAMBARAM,29,0 days 00:55:00,10:30:00,11:25:00
1069,Chakradharpur Tatanagar Passenger,58610,CHAKRADHARPUR,TATANAGAR JN,62,0 days 01:45:00,06:00:00,07:45:00
1070,Ahmedabad-Asansol (Weekly) SF Parasnath Express,12941,AHMEDABAD JN,ASANSOL JN,2021,1 days 10:55:00,23:25:00,10:20:00
1071,Asansol Ahmedabad (Weekly) SF Express,12942,ASANSOL JN,AHMEDABAD JN,2021,1 days 10:00:00,19:50:00,05:50:00
1072,August Kranti Rajdhani Express,12954,DELHI H NIZAMUDDIN,Mumbai Central,1377,0 days 17:40:00,16:55:00,10:35:00
1073,Ahmadabad-New Delhi Swarna Jayanti Rajdhani Expres,12957,AHMEDABAD JN,NEW DELHI,934,0 days 13:40:00,17:45:00,07:25:00
1074,New Delhi-Ahmedabad Swarna Jayanti Rajdhani Expres,12958,NEW DELHI,AHMEDABAD JN,934,0 days 13:40:00,19:55:00,09:35:00
1075,Mewar Express,12963,DELHI H NIZAMUDDIN,UDAIPUR CITY,743,0 days 12:15:00,19:05:00,07:20:00
1076,Mewar Express,12964,UDAIPUR CITY,DELHI H NIZAMUDDIN,743,0 days 12:15:00,18:15:00,06:30:00
1077,Bandra-Udaipur SF Express,12995,MUMBAI BANDRA TERMINUS,UDAIPUR CITY,945,0 days 17:10:00,15:45:00,08:55:00
1078,Udaipur Bandra SF Express Slip,12996,UDAIPUR CITY,MUMBAI BANDRA TERMINUS,945,0 days 16:55:00,21:35:00,14:30:00
1079,Tirunelveli - Hapa (Biweekly) SF Express,12997,TIRUNELVELI,HAPA,2730,1 days 20:05:00,05:55:00,02:00:00
1080,Hapa-Tirunelveli Express,12998,HAPA,TIRUNELVELI,2730,1 days 20:10:00,21:20:00,17:30:00
1081,Howrah-Amritsar Mail,13005,HOWRAH JN,AMRITSAR JN,1910,1 days 13:45:00,19:10:00,08:55:00
1082,Udyan Abha Toofan Express,13007,HOWRAH JN,SHRI GANGANAGAR,1978,1 days 21:35:00,09:35:00,07:10:00
1083,Udyan Abha Toofan Express Slip,13008-Slip,SHRI GANGANAGAR,Kalka,433,0 days 09:00:00,20:50:00,05:50:00
1084,Doon Express,13009,HOWRAH JN,DEHRADUN,1557,1 days 10:35:00,20:35:00,07:10:00
1085,Doon Express Slip,13009-Slip,HOWRAH JN,KOTDWARA,1461,1 days 09:20:00,20:35:00,05:55:00
1086,Doon Express,13010,DEHRADUN,HOWRAH JN,1557,1 days 10:30:00,20:25:00,06:55:00
1087,InterCity Express,13011,HOWRAH JN,MALDA TOWN,340,0 days 07:25:00,15:25:00,22:50:00
1088,InterCity Express,13012,MALDA TOWN,HOWRAH JN,340,0 days 06:55:00,04:30:00,11:25:00
1089,Howrah Bolpur KaviGuru Express,13015,HOWRAH JN,BOLPUR SHANTINIKETAN,158,0 days 03:00:00,10:45:00,13:45:00
1090,Ganadevta Express,13017,HOWRAH JN,AZIMGANJ JN,278,0 days 07:00:00,06:05:00,13:05:00
